,mutant,strain,videoname,start_time,peak_time
506,ECF,MXAN_4987,ECF sigma-70 factor--MXAN_4987--test,150,650
507,ECF,MXAN_5101,ECF sigma-70 factor--MXAN_5101(NOT IN THE LIST OF ECF)--MXAN_5101-mic6-12.19.11,320,510
508,ECF,MXAN_5101,ECF sigma-70 factor--MXAN_5101(NOT IN THE LIST OF ECF)--MXAN_5101-mic7-12.19.11,290,460
509,ECF,MXAN_5101,ECF sigma-70 factor--MXAN_5101(NOT IN THE LIST OF ECF)--MXAN_5101-mic8-12.19.11,400,610
510,ECF,MXAN_5101,ECF sigma-70 factor--MXAN_5101(NOT IN THE LIST OF ECF)--test,300,620
512,ECF,MXAN_5245,ECF sigma-70 factor--MXAN_5245--MXAN_5245-mic2-1.8.17,0,1400
513,ECF,MXAN_5245,ECF sigma-70 factor--MXAN_5245--MXAN_5245-mic3-1.8.17,0,670
514,ECF,MXAN_5245,ECF sigma-70 factor--MXAN_5245--test,0,1290
516,ECF,MXAN_5263,ECF sigma-70 factor--MXAN_5263--MXAN_5263-mic6-11.01.16,0,1350
518,ECF,MXAN_5410,ECF sigma-70 factor--MXAN_5410--MXAN_5410-mic6-11.16.11,270,420
519,ECF,MXAN_5410,ECF sigma-70 factor--MXAN_5410--MXAN_5410-mic8-11.16.11,370,600
520,ECF,MXAN_5410,ECF sigma-70 factor--MXAN_5410--test,290,460
521,ECF,MXAN_5506,ECF sigma-70 factor--MXAN_5506--MXAN_5506-mic4-11.16.11,460,700
522,ECF,MXAN_5506,ECF sigma-70 factor--MXAN_5506--MXAN_5506-mic7-11.16.11,220,370
523,ECF,MXAN_5506,ECF sigma-70 factor--MXAN_5506--test,270,390
527,ECF,MXAN_5731,ECF sigma-70 factor--MXAN_5731--MXAN_5731-mic7-6.8.11,340,560
530,ECF,MXAN_5731,ECF sigma-70 factor--MXAN_5731--test,320,960
531,ECF,MXAN_6058,ECF sigma-70 factor--MXAN_6058--MXAN_6058-mic3-4.2.13,600,1080
532,ECF,MXAN_6058,ECF sigma-70 factor--MXAN_6058--MXAN_6058-mic3-5.9.13,480,990
533,ECF,MXAN_6058,ECF sigma-70 factor--MXAN_6058--MXAN_6058-mic5-4.2.13,450,1150
534,ECF,MXAN_6058,ECF sigma-70 factor--MXAN_6058--MXAN_6058-mic6-5.9.13,270,620
535,ECF,MXAN_6058,ECF sigma-70 factor--MXAN_6058--MXAN_6058-mic7-4.2.13,320,840
536,ECF,MXAN_6058,ECF sigma-70 factor--MXAN_6058--MXAN_6058-mic8-5.9.13,310,960
537,ECF,MXAN_6058,ECF sigma-70 factor--MXAN_6058--test,380,830
538,ECF,MXAN_6461,ECF sigma-70 factor--MXAN_6461--MXAN_6461-mic4-11.30.11,330,360
539,ECF,MXAN_6461,ECF sigma-70 factor--MXAN_6461--MXAN_6461-mic5-11.30.11,300,330
540,ECF,MXAN_6461,ECF sigma-70 factor--MXAN_6461--MXAN_6461-mic7-11.30.11,320,360
541,ECF,MXAN_6461,ECF sigma-70 factor--MXAN_6461--test,330,350
542,ECF,MXAN_6759,ECF sigma-70 factor--MXAN_6759--MXAN_6759-mic6-11.22.13,240,1210
543,ECF,MXAN_6759,ECF sigma-70 factor--MXAN_6759--MXAN_6759-mic8-11.22.13,260,1440
544,ECF,MXAN_6759,ECF sigma-70 factor--MXAN_6759--test,260,1010
545,ECF,MXAN_7214,ECF sigma-70 factor--MXAN_7214--MXAN_7214-mic4-11.21.11,270,410
546,ECF,MXAN_7214,ECF sigma-70 factor--MXAN_7214--MXAN_7214-mic5-11.21.11,280,390
547,ECF,MXAN_7214,ECF sigma-70 factor--MXAN_7214--MXAN_7214-mic7-11.21.11,240,360
548,ECF,MXAN_7214,ECF sigma-70 factor--MXAN_7214--test,300,450
549,ECF,MXAN_7289,ECF sigma-70 factor--MXAN_7289--MXAN_7289-mic4-11.18.11,490,690
550,ECF,MXAN_7289,ECF sigma-70 factor--MXAN_7289--MXAN_7289-mic5-11.18.11,520,700
551,ECF,MXAN_7289,ECF sigma-70 factor--MXAN_7289--MXAN_7289-mic7-11.18.11,540,1330
552,ECF,MXAN_7289,ECF sigma-70 factor--MXAN_7289--test,310,1240
553,ECF,MXAN_7326,ECF sigma-70 factor--MXAN_7326--MXAN_7326-mic4-12.20.11,660,1040
554,ECF,MXAN_7326,ECF sigma-70 factor--MXAN_7326--MXAN_7326-mic5-12.20.11,430,1080
555,ECF,MXAN_7326,ECF sigma-70 factor--MXAN_7326--test,490,1110
556,ECF,MXAN_7454,ECF sigma-70 factor--MXAN_7454--MXAN_7454-mic4-11.29.11,290,430
986,1CN,MXAN_0556,One Component_New--MXAN_0556--MXAN_0556-mic3-12.06.11,350,500
987,1CN,MXAN_0556,One Component_New--MXAN_0556--MXAN_0556-mic3-3.6.17,1050,1440
988,1CN,MXAN_0556,One Component_New--MXAN_0556--MXAN_0556-mic6-12.06.11,370,770
989,1CN,MXAN_0556,One Component_New--MXAN_0556--MXAN_0556-mic8-12.06.11,400,540
990,1CN,MXAN_0556,One Component_New--MXAN_0556--test,370,500
991,1CN,MXAN_0627,One Component_New--MXAN_0627--MXAN_0627-mic4-12.06.11,330,460
992,1CN,MXAN_0627,One Component_New--MXAN_0627--MXAN_0627-mic5-12.06.11,370,450
993,1CN,MXAN_0627,One Component_New--MXAN_0627--MXAN_0627-mic7-12.06.11,340,490
994,1CN,MXAN_0627,One Component_New--MXAN_0627--test,350,530
995,1CN,MXAN_0631,One Component_New--MXAN_0631--test,910,1400
996,1CN,MXAN_0654,One Component_New--MXAN_0654--MXAN_0654-mic2-3.24.17,900,1090
997,1CN,MXAN_0654,One Component_New--MXAN_0654--MXAN_0654-mic3-3.24.17,1310,1440
998,1CN,MXAN_0654,One Component_New--MXAN_0654--test,450,1000
999,1CN,MXAN_0665,One Component_New--MXAN_0665--1pTPM_MXAN_0665_mic1_3.30.11,0,640
1000,1CN,MXAN_0665,One Component_New--MXAN_0665--1pTPM_MXAN_0665_mic4_3.30.11,0,400
1001,1CN,MXAN_0665,One Component_New--MXAN_0665--1pTPM_MXAN_0665_mic6_3.30.11,0,570
1002,1CN,MXAN_0665,One Component_New--MXAN_0665--1pTPM_MXAN_0665_mic7_3.30.11,0,1440
1003,1CN,MXAN_0665,One Component_New--MXAN_0665--1pTPM_MXAN_0665_mic8_3.30.11,0,620
1004,1CN,MXAN_0665,One Component_New--MXAN_0665--MXAN_0665-mic2-3.22.17,0,810
1005,1CN,MXAN_0665,One Component_New--MXAN_0665--MXAN_0665-mic3-3.22.17,0,1090
1006,1CN,MXAN_0665,One Component_New--MXAN_0665--test,700,920
1008,1CN,MXAN_0707,One Component_New--MXAN_0707--MXAN_0707-mic2-12.15.11,330,450
1009,1CN,MXAN_0707,One Component_New--MXAN_0707--MXAN_0707-mic3-10.11.13,670,1080
1010,1CN,MXAN_0707,One Component_New--MXAN_0707--MXAN_0707-mic4-12.15.11,320,430
1011,1CN,MXAN_0707,One Component_New--MXAN_0707--MXAN_0707-mic5-12.15.11,290,380
1012,1CN,MXAN_0707,One Component_New--MXAN_0707--MXAN_0707-mic6-10.11.13,670,1390
1013,1CN,MXAN_0707,One Component_New--MXAN_0707--MXAN_0707-mic7-12.15.11,310,410
1014,1CN,MXAN_0707,One Component_New--MXAN_0707--MXAN_0707-mic8-10.11.13,0,520
1015,1CN,MXAN_0707,One Component_New--MXAN_0707--test,710,1420
1016,1CN,MXAN_0784,One Component_New--MXAN_0784--MXAN_0784-mic2-12.16.11,410,620
1017,1CN,MXAN_0784,One Component_New--MXAN_0784--MXAN_0784-mic2-3.21.17,0,1440
1018,1CN,MXAN_0784,One Component_New--MXAN_0784--MXAN_0784-mic3-3.21.17,730,880
1019,1CN,MXAN_0784,One Component_New--MXAN_0784--MXAN_0784-mic4-12.16.11,380,550
1020,1CN,MXAN_0784,One Component_New--MXAN_0784--MXAN_0784-mic5-12.16.11,390,530
1021,1CN,MXAN_0784,One Component_New--MXAN_0784--MXAN_0784-mic7-12.16.11,460,620
1022,1CN,MXAN_0784,One Component_New--MXAN_0784--test,450,720
1023,1CN,MXAN_0832,One Component_New--MXAN_0832--MXAN_0832-mic2-10.11.13,680,1420
1024,1CN,MXAN_0832,One Component_New--MXAN_0832--MXAN_0832-mic4-10.11.13,630,1000
1025,1CN,MXAN_0832,One Component_New--MXAN_0832--MXAN_0832-mic5-10.11.13,480,1410
1026,1CN,MXAN_0832,One Component_New--MXAN_0832--MXAN_0832-mic7-01.15.14,1150,1440
1027,1CN,MXAN_0832,One Component_New--MXAN_0832--MXAN_0832-mic7-10.11.13,630,1440
1028,1CN,MXAN_0832,One Component_New--MXAN_0832--MXAN_0832-mic8-01.15.14,1020,1440
1029,1CN,MXAN_0832,One Component_New--MXAN_0832--test,1250,1440
1030,1CN,MXAN_0887,One Component_New--MXAN_0887--MXAN_0887-mic3-11.07.13,500,1260
1031,1CN,MXAN_0887,One Component_New--MXAN_0887--MXAN_0887-mic6-11.07.13,440,1150
1032,1CN,MXAN_0887,One Component_New--MXAN_0887--MXAN_0887-mic8-11.07.13,600,1440
1033,1CN,MXAN_0887,One Component_New--MXAN_0887--test,710,1440
1035,1CN,MXAN_0943,One Component_New--MXAN_0943--1TPM-MXAN_0943-mic5-6.8.11,300,420
1036,1CN,MXAN_0943,One Component_New--MXAN_0943--MXAN_0943-mic3-10.31.13,500,1440
1037,1CN,MXAN_0943,One Component_New--MXAN_0943--MXAN_0943-mic6-10.31.13,940,1440
1038,1CN,MXAN_0943,One Component_New--MXAN_0943--MXAN_0943-mic8-10.31.13,610,1430
1039,1CN,MXAN_0943,One Component_New--MXAN_0943--test,1030,1440
1040,1CN,MXAN_1137,One Component_New--MXAN_1137--1pTPM_MXAN_1137_mic1_03.29.11,410,620
1041,1CN,MXAN_1137,One Component_New--MXAN_1137--1pTPM_MXAN_1137_mic4_03.29.11,510,1010
1043,1CN,MXAN_1137,One Component_New--MXAN_1137--1pTPM_MXAN_1137_mic7_03.29.11,500,900
1044,1CN,MXAN_1137,One Component_New--MXAN_1137--1pTPM_MXAN_1137_mic8_03.29.11,400,580
1045,1CN,MXAN_1137,One Component_New--MXAN_1137--MXAN_1137-mic4-10.8.13,690,1440
1046,1CN,MXAN_1137,One Component_New--MXAN_1137--MXAN_1137-mic5-10.8.13(1.5),400,1440
1047,1CN,MXAN_1137,One Component_New--MXAN_1137--MXAN_1137-mic7-10.8.13,770,1420
1048,1CN,MXAN_1137,One Component_New--MXAN_1137--test,0,1110
1050,1CN,MXAN_1402,One Component_New--MXAN_1402--1.5TPM-MXAN_1402-mic5-6.7.11,350,510
1051,1CN,MXAN_1402,One Component_New--MXAN_1402--1TPM-MXAN_1402-mic7-6.7.11,550,1300
1052,1CN,MXAN_1402,One Component_New--MXAN_1402--MXAN_1402-mic3-1.26.12,350,520
1053,1CN,MXAN_1402,One Component_New--MXAN_1402--MXAN_1402-mic3-11.06.13,310,1320
1054,1CN,MXAN_1402,One Component_New--MXAN_1402--MXAN_1402-mic5-6.10.11+,600,1440
1055,1CN,MXAN_1402,One Component_New--MXAN_1402--MXAN_1402-mic6-11.06.13,370,1150
1057,1CN,MXAN_1402,One Component_New--MXAN_1402--MXAN_1402-mic7-1.26.12,350,500
1058,1CN,MXAN_1402,One Component_New--MXAN_1402--MXAN_1402-mic7-6.10.11,670,1440
1060,1CN,MXAN_1402,One Component_New--MXAN_1402--MXAN_1402-mic8-11.06.13,0,380
1061,1CN,MXAN_1402,One Component_New--MXAN_1402--test,400,1310
1063,1CN,MXAN_1575,One Component_New--MXAN_1575--1.5TPM-MXAN_1575-mic6-6.7.11+,320,560
1064,1CN,MXAN_1575,One Component_New--MXAN_1575--1TPM-MXAN_1575-mic1-6.7.11,500,1390
1065,1CN,MXAN_1575,One Component_New--MXAN_1575--1TPM-MXAN_1575-mic8-6.7.11+,390,600
1066,1CN,MXAN_1575,One Component_New--MXAN_1575--MXAN_1575-mic2-10.31.13,460,1050
1067,1CN,MXAN_1575,One Component_New--MXAN_1575--MXAN_1575-mic5-10.31.13,460,1440
1068,1CN,MXAN_1575,One Component_New--MXAN_1575--MXAN_1575-mic7-10.31.13(1.5agarose),440,1300
1069,1CN,MXAN_1575,One Component_New--MXAN_1575--MXAN_1575-mic8-01.14.14,650,1440
1070,1CN,MXAN_1575,One Component_New--MXAN_1575--test,870,1440
1071,1CN,MXAN_1654,One Component_New--MXAN_1654--MXAN_1654-mic1-12.15.11,310,390
1072,1CN,MXAN_1654,One Component_New--MXAN_1654--MXAN_1654-mic2-3.25.17,490,920
1073,1CN,MXAN_1654,One Component_New--MXAN_1654--MXAN_1654-mic3-12.15.11,270,380
1074,1CN,MXAN_1654,One Component_New--MXAN_1654--MXAN_1654-mic3-3.25.17,800,1340
1075,1CN,MXAN_1654,One Component_New--MXAN_1654--MXAN_1654-mic6-12.15.11,440,710
1076,1CN,MXAN_1654,One Component_New--MXAN_1654--MXAN_1654-mic8-12.15.11,590,890
1077,1CN,MXAN_1654,One Component_New--MXAN_1654--test,460,940
1078,1CN,MXAN_1667,One Component_New--MXAN_1667--MXAN_1667-mic1-4.8.17,570,1060
1079,1CN,MXAN_1667,One Component_New--MXAN_1667--MXAN_1667-mic2-3.28.17,570,1120
1080,1CN,MXAN_1667,One Component_New--MXAN_1667--MXAN_1667-mic2-4.8.17,650,1100
1081,1CN,MXAN_1667,One Component_New--MXAN_1667--MXAN_1667-mic3-3.28.17,890,1100
1082,1CN,MXAN_1667,One Component_New--MXAN_1667--MXAN_1667-mic3-4.8.17,1000,1250
1083,1CN,MXAN_1667,One Component_New--MXAN_1667--test,500,1100
1084,1CN,MXAN_1683,One Component_New--MXAN_1683--MXAN_1683-mic2-02.21.17,410,660
1085,1CN,MXAN_1683,One Component_New--MXAN_1683--MXAN_1683-mic3-02.21.17,730,1440
1086,1CN,MXAN_1683,One Component_New--MXAN_1683--test,460,670
1088,1CN,MXAN_1711,One Component_New--MXAN_1711--MXAN_1711-mic4-11.11.13,0,660
1089,1CN,MXAN_1711,One Component_New--MXAN_1711--MXAN_1711-mic5-11.11.13,0,680
1090,1CN,MXAN_1711,One Component_New--MXAN_1711--MXAN_1711-mic7-11.11.13,0,1440
1091,1CN,MXAN_1711,One Component_New--MXAN_1711--test,0,850
1092,1CN,MXAN_1719,One Component_New--MXAN_1719--MXAN_1719-mic2-3.9.17,740,1190
1093,1CN,MXAN_1719,One Component_New--MXAN_1719--test,470,780
1095,1CN,MXAN_1726,One Component_New--MXAN_1726--MXAN_1726-mic3-3.27.17,220,1140
1096,1CN,MXAN_1726,One Component_New--MXAN_1726--MXAN_1726-mic3-5.14.13,360,880
1097,1CN,MXAN_1726,One Component_New--MXAN_1726--MXAN_1726-mic6-5.14.13,330,750
1098,1CN,MXAN_1726,One Component_New--MXAN_1726--MXAN_1726-mic8-5.14.13,330,910
1099,1CN,MXAN_1726,One Component_New--MXAN_1726--test,440,820
1100,1CN,MXAN_1746,One Component_New--MXAN_1746--MXAN_1746-mic1-10.8.13(1.5),600,1420
1101,1CN,MXAN_1746,One Component_New--MXAN_1746--MXAN_1746-mic3-10.8.13,630,1380
1102,1CN,MXAN_1746,One Component_New--MXAN_1746--MXAN_1746-mic3-4.30.13,390,1260
1103,1CN,MXAN_1746,One Component_New--MXAN_1746--MXAN_1746-mic6-10.8.13,570,1320
1104,1CN,MXAN_1746,One Component_New--MXAN_1746--MXAN_1746-mic8-10.8.13,580,1440
1105,1CN,MXAN_1746,One Component_New--MXAN_1746--MXAN_1746-mic8-4.30.13,370,510
1106,1CN,MXAN_1746,One Component_New--MXAN_1746--test,350,590
1107,1CN,MXAN_1757,One Component_New--MXAN_1757--MXAN_1757-mic2-5.16.13,410,730
1108,1CN,MXAN_1757,One Component_New--MXAN_1757--MXAN_1757-mic3-11.21.13,500,1410
1109,1CN,MXAN_1757,One Component_New--MXAN_1757--MXAN_1757-mic4-5.16.13,480,780
1110,1CN,MXAN_1757,One Component_New--MXAN_1757--MXAN_1757-mic5-5.16.13,410,520
1111,1CN,MXAN_1757,One Component_New--MXAN_1757--MXAN_1757-mic6-11.21.13,580,1410
1112,1CN,MXAN_1757,One Component_New--MXAN_1757--MXAN_1757-mic7-5.16.13,500,730
1113,1CN,MXAN_1757,One Component_New--MXAN_1757--MXAN_1757-mic8-11.21.13,560,1440
1114,1CN,MXAN_1757,One Component_New--MXAN_1757--test,410,1130
1115,1CN,MXAN_2128,One Component_New--MXAN_2128--MXAN_2128-mic3-11.11.13,590,1390
1116,1CN,MXAN_2128,One Component_New--MXAN_2128--MXAN_2128-mic6-11.11.13,640,1420
1117,1CN,MXAN_2128,One Component_New--MXAN_2128--MXAN_2128-mic8-11.11.13,570,1410
1118,1CN,MXAN_2128,One Component_New--MXAN_2128--test,880,1440
1119,1CN,MXAN_2145,One Component_New--MXAN_2145--MXAN_2145-mic3-11.12.13,0,1410
1120,1CN,MXAN_2145,One Component_New--MXAN_2145--MXAN_2145-mic6-11.12.13,620,1440
1121,1CN,MXAN_2145,One Component_New--MXAN_2145--MXAN_2145-mic8-11.12.13,550,1340
1122,1CN,MXAN_2145,One Component_New--MXAN_2145--test,620,1340
1123,1CN,MXAN_2213,One Component_New--MXAN_2213--test,620,860
1125,1CN,MXAN_2230,One Component_New--MXAN_2230--MXAN_2230-mic3-11.13.13,760,1440
1126,1CN,MXAN_2230,One Component_New--MXAN_2230--MXAN_2230-mic6-11.13.13,740,1210
1127,1CN,MXAN_2230,One Component_New--MXAN_2230--MXAN_2230-mic8-11.13.13,830,1090
1128,1CN,MXAN_2230,One Component_New--MXAN_2230--test,870,1440
